,name,RA,DEC,Equinox
2640,NGC2580,08:21:37.0,-30:19:49,2000
2641,NGC2581,08:24:32.0,+18:35:06,2000
2642,NGC2582,08:25:14.9,+20:20:05,2000
2643,NGC2583,08:23:08.5,-05:00:52,2000
2644,NGC2584,08:23:14.5,-04:59:52,2000
2645,NGC2585,08:23:26.6,-04:55:52,2000
2646,NGC2586,08:24:26.6,-04:52:54,2000
2647,NGC2587,08:23:19.6,-29:29:52,2000
2648,NGC2588,08:23:11.3,-32:58:52,2000
2649,NGC2589,08:24:30.8,-08:45:54,2000
2650,NGC2590,08:25:04.6,-00:35:55,2000
2651,NGC2591,08:37:25.8,+78:01:45,2000
2652,NGC2592,08:27:06.0,+25:58:01,2000
2653,NGC2593,08:26:49.3,+17:22:02,2000
2654,NGC2594,08:27:17.9,+25:52:01,2000
2655,NGC2595,08:27:45.5,+21:29:00,2000
2656,NGC2596,08:27:25.3,+17:17:01,2000
2657,NGC2597,08:29:57.4,+21:29:56,2000
2658,NGC2598,08:30:03.4,+21:28:56,2000
2659,NGC2599,08:32:09.9,+22:33:53,2000
2660,NGC2600,08:34:45.3,+52:43:48,2000
2661,NGC2601,08:25:34.0,-68:06:57,2000
2662,NGC2602,08:35:09.4,+52:49:48,2000
2663,NGC2603,08:35:27.3,+52:46:47,2000
2664,NGC2604,08:33:19.8,+29:32:51,2000
2665,NGC2604,08:33:31.8,+29:29:50,2000
2666,NGC2605,08:35:21.4,+52:50:47,2000
2667,NGC2606,08:35:39.3,+52:47:47,2000
2668,NGC2607,08:33:54.3,+26:58:50,2000
2669,NGC2608,08:35:19.1,+28:28:47,2000
2670,NGC2609,08:29:28.8,-61:06:04,2000
2671,NGC2610,08:33:33.3,-16:08:10,2000
2672,NGC2611,08:35:29.1,+25:01:47,2000
2673,NGC2612,08:33:46.8,-13:09:11,2000
2674,NGC2613,08:33:17.8,-22:58:10,2000
2675,NGC2614,08:42:46.2,+72:58:36,2000
2676,NGC2615,08:34:33.8,-02:32:12,2000
2677,NGC2616,08:35:34.1,-01:50:14,2000
2678,NGC2617,08:35:45.1,-04:03:14,2000
2679,NGC2618,08:35:53.2,+00:41:46,2000
2680,NGC2619,08:37:37.1,+28:42:43,2000
2681,NGC2620,08:37:29.0,+24:56:43,2000
2682,NGC2621,08:37:41.0,+24:59:43,2000
2683,NGC2622,08:38:16.9,+24:54:42,2000
2684,NGC2623,08:38:23.4,+25:45:42,2000
2685,NGC2624,08:38:08.2,+19:43:42,2000
2686,NGC2625,08:38:20.2,+19:42:42,2000
2687,NGC2626,08:35:36.6,-40:38:14,2000
2688,NGC2627,08:37:14.0,-29:56:17,2000
2689,NGC2628,08:40:28.1,+23:32:38,2000
2690,NGC2629,08:47:14.9,+72:59:28,2000
2691,NGC2630,08:45:21.7,+73:01:31,2000
2692,NGC2631,08:47:09.0,+73:00:28,2000
2693,NGC2632,08:40:02.3,+19:59:39,2000
2694,NGC2633,08:48:08.7,+74:06:27,2000
2695,NGC2634,08:48:25.9,+73:58:26,2000
2696,NGC2634,08:48:37.6,+73:56:26,2000
2697,NGC2635,08:38:29.0,-34:45:19,2000
2698,NGC2636,08:48:24.2,+73:40:26,2000
2699,NGC2637,08:41:08.1,+19:41:37,2000
2700,NGC2638,08:42:24.2,+37:12:35,2000
2701,NGC2639,08:43:41.4,+50:12:33,2000
2702,NGC2640,08:37:27.9,-55:07:17,2000
2703,NGC2641,08:48:08.2,+72:54:27,2000
2704,NGC2642,08:40:45.1,-04:07:22,2000
2705,NGC2643,08:41:44.1,+19:42:36,2000
2706,NGC2644,08:41:31.1,+04:58:37,2000
2707,NGC2645,08:38:56.1,-46:13:20,2000
2708,NGC2646,08:50:22.3,+73:27:23,2000
2709,NGC2647,08:42:38.0,+19:39:35,2000
2710,NGC2648,08:42:41.4,+14:17:35,2000
2711,NGC2649,08:44:10.4,+34:43:32,2000
2712,NGC2650,08:50:02.1,+70:17:24,2000
2713,NGC2651,08:43:58.2,+11:46:32,2000
2714,NGC2652,08:43:15.3,-03:37:26,2000
2715,NGC2653,08:55:33.6,+78:25:15,2000
2716,NGC2654,08:49:12.3,+60:12:25,2000
2717,NGC2655,08:55:37.5,+78:13:15,2000
2718,NGC2656,08:47:51.1,+53:51:27,2000
2719,NGC2657,08:45:21.2,+09:39:30,2000
2720,NGC2658,08:43:24.7,-32:39:27,2000
2721,NGC2659,08:42:39.6,-44:56:26,2000
2722,NGC2660,08:42:13.5,-47:08:25,2000
2723,NGC2661,08:45:58.6,+12:38:29,2000
2724,NGC2662,08:45:40.1,-15:07:31,2000
2725,NGC2663,08:45:06.1,-33:49:30,2000
2726,NGC2664,08:47:10.5,+12:36:27,2000
2727,NGC2665,08:46:02.2,-19:16:31,2000
2728,NGC2666,08:50:01.5,+47:03:23,2000
2729,NGC2667,08:48:19.5,+19:01:25,2000
2730,NGC2667,08:48:25.5,+19:02:25,2000
2731,NGC2668,08:49:23.4,+36:41:24,2000
2732,NGC2669,08:44:49.6,-52:57:30,2000
2733,NGC2670,08:45:30.3,-48:46:31,2000
2734,NGC2671,08:46:12.5,-41:53:32,2000
2735,NGC2672,08:49:19.5,+19:04:24,2000
2736,NGC2673,08:49:19.5,+19:04:24,2000
2737,NGC2674,08:48:10.6,-14:16:35,2000
2738,NGC2675,08:51:56.2,+53:36:20,2000
2739,NGC2676,08:51:25.8,+47:32:21,2000
2740,NGC2677,08:50:01.4,+19:00:23,2000
2741,NGC2678,08:50:09.9,+11:20:22,2000
2742,NGC2679,08:51:31.6,+30:52:20,2000
2743,NGC2680,08:51:31.6,+30:52:20,2000
2744,NGC2681,08:53:35.4,+51:18:17,2000
2745,NGC2682,08:51:04.1,+11:48:21,2000
2746,NGC2683,08:52:45.1,+33:25:18,2000
2747,NGC2684,08:54:51.0,+49:08:15,2000
2748,NGC2685,08:55:38.8,+58:44:14,2000
2749,NGC2686,08:54:56.9,+49:08:15,2000
2750,NGC2686,08:54:56.9,+49:08:15,2000
2751,NGC2687,08:55:03.0,+49:09:15,2000
2752,NGC2687,08:55:03.0,+49:09:15,2000
2753,NGC2688,08:55:20.9,+49:06:14,2000
2754,NGC2689,08:55:14.9,+49:09:15,2000
2755,NGC2690,08:52:39.8,-02:36:42,2000
2756,NGC2691,08:54:42.9,+39:32:15,2000
2757,NGC2692,08:56:59.8,+52:04:12,2000
2758,NGC2693,08:56:59.0,+51:20:12,2000
2759,NGC2694,08:56:59.0,+51:19:12,2000
2760,NGC2695,08:54:27.6,-03:04:45,2000
2761,NGC2696,08:54:26.8,-04:58:45,2000
2762,NGC2697,08:55:03.7,-02:59:46,2000
2763,NGC2698,08:55:33.6,-03:10:46,2000
2764,NGC2699,08:55:51.6,-03:08:47,2000
2765,NGC2700,08:55:44.8,-05:05:47,2000
2766,NGC2701,08:59:01.5,+53:46:09,2000
2767,NGC2702,08:55:45.6,-03:03:47,2000
2768,NGC2703,08:55:51.5,-03:16:47,2000
2769,NGC2704,08:56:54.6,+39:22:12,2000
2770,NGC2705,08:55:57.7,-02:59:47,2000
2771,NGC2706,08:56:15.8,-02:34:47,2000
2772,NGC2707,08:56:09.6,-03:03:47,2000
2773,NGC2708,08:56:03.5,-03:20:47,2000
2774,NGC2709,08:56:15.6,-03:15:47,2000
2775,NGC2710,08:59:45.7,+55:41:08,2000
2776,NGC2711,08:57:18.4,+17:17:11,2000
2777,NGC2712,08:59:28.6,+44:55:08,2000
2778,NGC2713,08:57:18.1,+02:55:11,2000
2779,NGC2714,08:53:30.2,-59:12:44,2000
2780,NGC2715,09:08:00.0,+78:04:56,2000
2781,NGC2716,08:57:36.2,+03:05:10,2000
2782,NGC2717,08:56:59.9,-24:39:49,2000
2783,NGC2718,08:58:49.6,+06:18:09,2000
2784,NGC2719,09:00:16.0,+35:43:07,2000
2785,NGC2719,09:00:16.0,+35:43:07,2000
2786,NGC2720,08:59:09.6,+11:10:08,2000
2787,NGC2721,08:58:51.0,-04:35:52,2000
2788,NGC2722,08:59:27.4,-03:43:53,2000
2789,NGC2723,09:00:12.2,+03:10:06,2000
2790,NGC2724,09:00:57.9,+35:46:06,2000
2791,NGC2725,09:01:03.5,+11:05:05,2000
2792,NGC2726,09:04:57.1,+59:56:00,2000
2793,NGC2727,09:01:03.5,-03:22:55,2000
2794,NGC2728,09:01:45.5,+11:04:04,2000
2795,NGC2729,09:01:30.5,+03:43:04,2000
2796,NGC2730,09:02:18.0,+16:50:03,2000
2797,NGC2731,09:02:08.4,+08:18:03,2000
2798,NGC2732,09:13:26.6,+79:11:48,2000
2799,NGC2733,09:02:03.4,-03:43:57,2000
2800,NGC2734,09:03:00.0,+16:50:02,2000
2801,NGC2735,09:02:40.3,+25:56:03,2000
2802,NGC2736,09:00:22.6,-45:53:54,2000
2803,NGC2737,09:03:56.3,+21:54:01,2000
2804,NGC2738,09:03:56.3,+21:58:01,2000
2805,NGC2739,09:05:58.2,+51:44:58,2000
2806,NGC2740,09:06:04.2,+51:43:58,2000
2807,NGC2741,09:04:18.6,+18:16:00,2000
2808,NGC2742,09:07:33.5,+60:28:56,2000
2809,NGC2742,09:09:54.1,+62:14:52,2000
2810,NGC2743,09:04:57.7,+24:59:59,2000
2811,NGC2744,09:04:36.7,+18:28:00,2000
2812,NGC2745,09:04:36.6,+18:15:00,2000
2813,NGC2746,09:05:57.3,+35:21:58,2000
2814,NGC2747,09:05:18.6,+18:25:59,2000
2815,NGC2748,09:13:44.0,+76:28:47,2000
2816,NGC2749,09:05:18.6,+18:18:59,2000
2817,NGC2750,09:05:45.9,+25:25:58,2000
2818,NGC2751,09:05:30.6,+18:14:58,2000
2819,NGC2752,09:05:42.6,+18:19:58,2000
2820,NGC2753,09:07:09.8,+25:19:56,2000
2821,NGC2754,09:05:02.9,-19:05:01,2000
2822,NGC2755,09:07:55.3,+41:42:55,2000
2823,NGC2756,09:09:00.1,+53:50:54,2000
2824,NGC2757,09:05:33.0,-19:02:02,2000
2825,NGC2758,09:05:26.9,-19:03:02,2000
2826,NGC2759,09:08:34.5,+37:36:54,2000
2827,NGC2760,09:15:42.4,+76:22:44,2000
2828,NGC2761,09:07:30.6,+18:25:55,2000
2829,NGC2762,09:09:50.4,+50:25:52,2000
2830,NGC2763,09:06:52.6,-15:29:04,2000
2831,NGC2764,09:08:13.9,+21:26:54,2000
2832,NGC2765,09:07:36.3,+03:22:55,2000
2833,NGC2766,09:08:48.0,+29:51:54,2000
2834,NGC2767,09:10:08.3,+50:24:52,2000
2835,NGC2768,09:11:32.0,+60:02:50,2000
2836,NGC2769,09:10:26.3,+50:26:51,2000
2837,NGC2770,09:09:31.7,+33:07:53,2000
2838,NGC2770,09:13:02.6,+35:03:47,2000
2839,NGC2770,09:09:13.8,+33:07:53,2000
2840,NGC2771,09:10:32.3,+50:23:51,2000
2841,NGC2772,09:07:42.9,-23:37:05,2000
2842,NGC2773,09:09:37.8,+07:10:52,2000
2843,NGC2774,09:10:36.6,+18:41:51,2000
2844,NGC2775,09:10:19.7,+07:02:51,2000
2845,NGC2776,09:12:15.3,+44:57:49,2000
2846,NGC2777,09:10:37.8,+07:12:51,2000
2847,NGC2778,09:12:14.6,+35:00:49,2000
2848,NGC2779,09:12:20.6,+35:02:48,2000
2849,NGC2780,09:12:38.5,+34:54:48,2000
2850,NGC2781,09:11:29.0,-14:48:11,2000
2851,NGC2782,09:14:05.6,+40:06:46,2000
2852,NGC2783,09:13:35.8,+29:58:46,2000
2853,NGC2783,09:13:29.8,+29:59:47,2000
2854,NGC2784,09:12:18.9,-24:10:12,2000
2855,NGC2785,09:15:12.1,+40:54:44,2000
2856,NGC2786,09:13:57.7,+12:08:46,2000
2857,NGC2787,09:19:20.1,+69:12:39,2000
2858,NGC2788,09:08:57.0,-67:56:08,2000
2859,NGC2788,09:02:42.5,-68:13:58,2000
2860,NGC2788,09:03:42.7,-68:15:00,2000
2861,NGC2789,09:14:59.6,+29:43:44,2000
2862,NGC2790,09:15:00.8,+19:42:44,2000
2863,NGC2791,09:14:59.9,+17:35:44,2000
2864,NGC2792,09:12:26.5,-42:26:12,2000
2865,NGC2793,09:16:44.0,+34:25:42,2000
2866,NGC2794,09:15:59.9,+17:35:43,2000
2867,NGC2795,09:16:05.9,+17:37:43,2000
2868,NGC2796,09:16:42.1,+30:54:42,2000
2869,NGC2797,09:16:23.9,+17:43:42,2000
2870,NGC2798,09:17:24.6,+42:00:41,2000
2871,NGC2799,09:17:30.6,+41:59:41,2000
2872,NGC2800,09:18:33.3,+52:30:40,2000
2873,NGC2801,09:16:42.9,+19:55:42,2000
2874,NGC2802,09:16:42.5,+18:57:42,2000
2875,NGC2803,09:16:42.5,+18:57:42,2000
2876,NGC2804,09:16:49.0,+20:11:42,2000
2877,NGC2805,09:20:19.4,+64:06:37,2000
2878,NGC2806,09:17:00.9,+20:02:41,2000
2879,NGC2807,09:17:00.9,+20:01:41,2000
2880,NGC2808,09:11:53.3,-64:51:12,2000
2881,NGC2809,09:17:06.9,+20:03:41,2000
2882,NGC2810,09:22:04.2,+71:50:35,2000
2883,NGC2810,09:22:04.3,+71:51:35,2000
2884,NGC2811,09:16:16.5,-16:18:18,2000
2885,NGC2812,09:17:36.8,+19:54:41,2000
2886,NGC2813,09:17:42.8,+19:53:40,2000
2887,NGC2814,09:21:07.5,+64:15:36,2000
2888,NGC2815,09:16:19.3,-23:36:18,2000
2889,NGC2816,09:21:06.8,+60:26:36,2000
2890,NGC2817,09:17:15.1,-04:44:19,2000
2891,NGC2818,09:16:00.6,-36:36:18,2000
2892,NGC2818,09:16:00.6,-36:36:18,2000
2893,NGC2819,09:18:11.3,+16:12:40,2000
2894,NGC2820,09:21:43.4,+64:15:35,2000
2895,NGC2820,09:21:25.4,+64:14:36,2000
2896,NGC2821,09:16:47.9,-26:49:19,2000
2897,NGC2822,09:13:59.4,-69:38:15,2000
2898,NGC2823,09:19:13.5,+34:00:38,2000
2899,NGC2824,09:19:03.6,+26:16:39,2000
2900,NGC2825,09:19:19.4,+33:44:38,2000
2901,NGC2826,09:19:25.3,+33:37:38,2000
2902,NGC2827,09:19:13.5,+33:51:38,2000
2903,NGC2828,09:19:31.4,+33:52:38,2000
2904,NGC2829,09:19:31.3,+33:39:38,2000
2905,NGC2830,09:19:43.4,+33:44:38,2000
2906,NGC2831,09:19:43.4,+33:44:38,2000
2907,NGC2832,09:19:43.4,+33:45:38,2000
2908,NGC2833,09:19:55.4,+33:55:37,2000
2909,NGC2834,09:20:01.3,+33:42:37,2000
2910,NGC2835,09:17:56.0,-22:20:20,2000
2911,NGC2836,09:13:48.2,-69:20:15,2000
2912,NGC2837,09:18:16.5,-16:28:21,2000
2913,NGC2838,09:20:40.5,+39:18:36,2000
2914,NGC2839,09:20:37.2,+33:39:36,2000
2915,NGC2840,09:20:50.2,+35:22:36,2000
2916,NGC2841,09:22:01.3,+50:58:35,2000
2917,NGC2842,09:15:39.7,-63:04:17,2000
2918,NGC2843,09:20:24.3,+18:56:37,2000
2919,NGC2844,09:21:47.0,+40:09:35,2000
2920,NGC2845,09:18:36.0,-38:00:21,2000
2921,NGC2846,09:19:41.2,-14:50:23,2000
2922,NGC2847,09:20:04.5,-16:30:23,2000
2923,NGC2848,09:20:10.6,-16:30:23,2000
2924,NGC2849,09:19:16.5,-40:31:22,2000
2925,NGC2850,09:20:57.1,-04:55:24,2000
2926,NGC2851,09:20:34.6,-16:28:24,2000
2927,NGC2852,09:23:16.8,+40:10:33,2000
2928,NGC2853,09:23:16.9,+40:12:33,2000
2929,NGC2854,09:23:59.4,+49:12:32,2000
2930,NGC2855,09:21:30.4,-11:53:25,2000
2931,NGC2856,09:24:11.4,+49:14:32,2000
2932,NGC2857,09:24:35.5,+49:21:31,2000
2933,NGC2858,09:22:54.1,+03:08:33,2000
2934,NGC2859,09:24:19.4,+34:31:31,2000
2935,NGC2860,09:24:53.2,+41:03:31,2000
2936,NGC2861,09:23:35.7,+02:07:32,2000
2937,NGC2862,09:24:51.5,+26:46:31,2000
2938,NGC2863,09:23:37.0,-10:24:28,2000
2939,NGC2864,09:24:13.1,+05:56:31,2000
2940,NGC2865,09:23:25.9,-23:10:28,2000
2941,NGC2866,09:22:02.6,-51:05:26,2000
2942,NGC2867,09:21:24.4,-58:18:26,2000
2943,NGC2868,09:24:19.1,-10:24:29,2000
2944,NGC2869,09:24:19.1,-10:24:29,2000
2945,NGC2870,09:27:49.3,+57:22:27,2000
2946,NGC2871,09:25:39.2,+11:26:29,2000
2947,NGC2872,09:25:45.2,+11:26:29,2000
2948,NGC2873,09:25:51.2,+11:27:29,2000
2949,NGC2874,09:25:51.2,+11:26:29,2000
2950,NGC2875,09:25:51.1,+11:25:29,2000
2951,NGC2876,09:25:14.5,-06:42:30,2000
2952,NGC2877,09:25:47.7,+02:13:29,2000
2953,NGC2878,09:25:47.7,+02:05:29,2000
2954,NGC2879,09:25:24.6,-11:39:31,2000
2955,NGC2880,09:29:32.3,+62:29:25,2000
2956,NGC2881,09:25:54.5,-11:58:31,2000
2957,NGC2882,09:26:31.8,+07:56:28,2000
2958,NGC2883,09:25:14.8,-34:05:31,2000
2959,NGC2884,09:26:24.7,-11:32:32,2000
2960,NGC2885,09:29:37.6,+22:57:24,2000
2961,NGC2886,09:26:32.6,-21:45:32,2000
2962,NGC2887,09:23:22.0,-63:48:28,2000
2963,NGC2888,09:26:23.9,-28:00:32,2000
2964,NGC2889,09:27:12.7,-11:37:33,2000
2965,NGC2890,09:26:35.5,-14:31:32,2000
2966,NGC2891,09:26:49.3,-24:48:33,2000
2967,NGC2892,09:32:53.8,+67:36:20,2000
2968,NGC2893,09:30:16.5,+29:32:23,2000
2969,NGC2894,09:29:25.7,+07:43:24,2000
2970,NGC2895,09:32:24.6,+57:29:21,2000
2971,NGC2896,09:30:19.9,+23:39:23,2000
2972,NGC2897,09:29:47.7,+02:12:24,2000
2973,NGC2898,09:29:47.7,+02:03:24,2000
2974,NGC2899,09:27:04.1,-56:07:33,2000
2975,NGC2900,09:30:18.4,+04:08:23,2000
2976,NGC2901,09:32:23.1,+31:07:20,2000
2977,NGC2902,09:30:53.6,-14:42:38,2000
2978,NGC2903,09:32:06.9,+21:29:21,2000
2979,NGC2904,09:30:11.0,-30:22:37,2000
2980,NGC2905,09:32:12.9,+21:31:21,2000
2981,NGC2906,09:32:07.9,+08:26:21,2000
2982,NGC2907,09:31:40.8,-16:44:39,2000
2983,NGC2908,09:43:31.4,+79:41:07,2000
2984,NGC2909,09:43:59.2,+65:59:06,2000
2985,NGC2910,09:30:02.0,-52:54:37,2000
2986,NGC2911,09:33:44.5,+10:09:18,2000
2987,NGC2912,09:33:44.5,+10:09:18,2000
2988,NGC2913,09:34:02.3,+09:28:18,2000
2989,NGC2914,09:34:02.5,+10:06:18,2000
2990,NGC2915,09:26:07.9,-76:37:33,2000
2991,NGC2916,09:34:54.8,+21:42:17,2000
2992,NGC2917,09:34:28.1,-02:29:43,2000
2993,NGC2918,09:35:47.1,+31:42:16,2000
2994,NGC2919,09:34:44.5,+10:16:17,2000
2995,NGC2920,09:34:15.3,-20:50:42,2000
2996,NGC2921,09:34:39.3,-20:56:43,2000
2997,NGC2922,09:36:50.1,+37:41:15,2000
2998,NGC2923,09:35:58.9,+16:45:16,2000
2999,NGC2924,09:35:11.1,-16:24:44,2000
3000,NGC2925,09:33:32.0,-53:26:42,2000
3001,NGC2926,09:37:29.5,+32:50:14,2000
3002,NGC2927,09:37:13.5,+23:35:14,2000
3003,NGC2928,09:37:16.9,+16:58:14,2000
3004,NGC2929,09:37:25.3,+23:09:14,2000
3005,NGC2930,09:37:31.3,+23:12:14,2000
3006,NGC2931,09:37:37.3,+23:14:14,2000
3007,NGC2932,09:35:19.8,-46:56:44,2000
3008,NGC2933,09:37:58.9,+17:01:13,2000
3009,NGC2934,09:37:58.9,+17:01:13,2000
3010,NGC2935,09:36:45.3,-21:07:46,2000
3011,NGC2936,09:37:41.9,+02:44:13,2000
3012,NGC2937,09:37:41.9,+02:44:13,2000
3013,NGC2938,09:38:19.4,+76:19:14,2000
3014,NGC2939,09:38:02.2,+09:31:13,2000
3015,NGC2940,09:38:02.2,+09:36:13,2000
3016,NGC2941,09:38:22.9,+17:03:13,2000
3017,NGC2942,09:39:06.0,+34:00:12,2000
3018,NGC2943,09:38:34.9,+17:02:12,2000
3019,NGC2944,09:39:17.2,+32:18:12,2000
3020,NGC2945,09:37:33.0,-22:01:47,2000
3021,NGC2946,09:39:04.9,+17:01:12,2000
3022,NGC2947,09:38:24.6,-12:25:48,2000
3023,NGC2948,09:38:55.3,+06:57:12,2000
3024,NGC2949,09:39:58.7,+16:47:11,2000
3025,NGC2950,09:42:36.3,+58:51:08,2000
3026,NGC2951,09:39:40.8,-00:13:49,2000
3027,NGC2952,09:39:19.5,-10:08:49,2000
3028,NGC2953,09:40:22.0,+14:50:10,2000
3029,NGC2954,09:40:28.0,+14:55:10,2000
3030,NGC2955,09:41:12.8,+35:53:09,2000
3031,NGC2956,09:39:16.2,-19:05:49,2000
3032,NGC2957,09:47:53.0,+72:58:01,2000
3033,NGC2958,09:40:39.0,+11:53:10,2000
3034,NGC2959,09:45:10.6,+68:36:05,2000
3035,NGC2959,09:45:22.6,+68:37:04,2000
3036,NGC2960,09:40:36.1,+03:34:10,2000
3037,NGC2961,09:45:22.6,+68:36:04,2000
3038,NGC2962,09:40:54.7,+05:10:09,2000
3039,NGC2963,09:47:47.0,+72:58:02,2000
3040,NGC2964,09:42:52.7,+31:51:07,2000
3041,NGC2965,09:43:12.8,+36:14:07,2000
3042,NGC2966,09:42:12.5,+04:40:08,2000
3043,NGC2967,09:42:05.0,+00:20:08,2000
3044,NGC2968,09:43:10.7,+31:56:07,2000
3045,NGC2969,09:41:50.0,-08:36:52,2000
3046,NGC2970,09:43:28.7,+31:59:06,2000
3047,NGC2971,09:43:42.7,+36:10:06,2000
3048,NGC2972,09:40:17.8,-50:19:50,2000
3049,NGC2973,09:37:59.6,-30:07:47,2000
3050,NGC2974,09:42:33.7,-03:42:53,2000
3051,NGC2975,09:41:11.2,-16:38:51,2000
3052,NGC2976,09:47:20.4,+67:55:02,2000
3053,NGC2977,09:43:44.8,+74:51:07,2000
3054,NGC2978,09:43:19.7,-09:46:54,2000
3055,NGC2979,09:43:07.5,-10:22:54,2000
3056,NGC2980,09:43:13.7,-09:36:54,2000
3057,NGC2981,09:44:58.2,+31:06:04,2000
3058,NGC2982,09:42:22.5,-44:11:53,2000
3059,NGC2983,09:43:39.9,-20:28:54,2000
3060,NGC2984,09:43:38.6,+11:04:06,2000
3061,NGC2985,09:50:19.6,+72:16:59,2000
3062,NGC2986,09:44:15.6,-21:16:55,2000
3063,NGC2987,09:45:36.5,+04:56:03,2000
3064,NGC2988,09:46:48.4,+22:01:02,2000
3065,NGC2989,09:45:28.8,-18:22:57,2000
3066,NGC2990,09:46:18.8,+05:42:03,2000
3067,NGC2991,09:46:48.4,+22:01:02,2000
3068,NGC2992,09:45:42.2,-14:19:57,2000
3069,NGC2993,09:45:48.2,-14:21:57,2000
3070,NGC2994,09:47:12.4,+22:06:02,2000
3071,NGC2995,09:44:08.4,-54:46:55,2000
3072,NGC2996,09:46:27.6,-21:35:58,2000
3073,NGC2997,09:45:41.7,-31:11:57,2000
3074,NGC2998,09:48:46.6,+44:05:00,2000
3075,NGC2999,09:45:12.4,-50:25:57,2000
3076,NGC3000,09:49:04.6,+44:08:00,2000
3077,NGC3001,09:46:18.1,-30:26:58,2000
3078,NGC3002,09:48:58.5,+44:03:00,2000
3079,NGC3003,09:48:34.9,+33:25:00,2000
3080,NGC3004,09:49:10.5,+44:06:59,2000
3081,NGC3005,09:49:10.5,+44:07:59,2000
3082,NGC3006,09:49:16.5,+44:00:59,2000
3083,NGC3007,09:47:38.9,-06:25:59,2000
3084,NGC3008,09:49:34.5,+44:04:59,2000
3085,NGC3009,09:50:10.5,+44:17:58,2000
3086,NGC3010,09:50:34.5,+44:19:58,2000
3087,NGC3011,09:49:40.3,+32:12:59,2000
3088,NGC3012,09:49:47.4,+34:41:59,2000
3089,NGC3013,09:50:04.9,+33:33:58,2000
3090,NGC3014,09:49:09.4,-04:44:01,2000
3091,NGC3015,09:49:23.3,+01:07:59,2000
3092,NGC3016,09:49:45.0,+12:41:59,2000
3093,NGC3017,09:49:04.0,-02:50:01,2000
3094,NGC3018,09:49:41.1,+00:36:59,2000
3095,NGC3019,09:50:03.0,+12:43:58,2000
3096,NGC3020,09:50:09.0,+12:48:58,2000
3097,NGC3021,09:50:58.8,+33:32:57,2000
3098,NGC3022,09:49:45.3,-05:09:02,2000
3099,NGC3023,09:49:53.1,+00:36:58,2000
3100,NGC3024,09:50:33.0,+12:45:58,2000
3101,NGC3025,09:49:27.7,-21:45:01,2000
3102,NGC3026,09:50:50.7,+28:32:57,2000
3103,NGC3027,09:55:41.2,+72:11:52,2000
3104,NGC3028,09:49:52.7,-19:10:02,2000
3105,NGC3029,09:48:44.4,-08:03:00,2000
3106,NGC3030,09:50:13.0,-12:14:02,2000
3107,NGC3031,09:55:38.4,+69:03:52,2000
3108,NGC3032,09:52:02.9,+29:13:56,2000
3109,NGC3033,09:48:43.6,-56:25:01,2000
3110,NGC3034,09:55:51.9,+69:40:52,2000
3111,NGC3035,09:51:50.8,-06:49:04,2000
3112,NGC3036,09:48:59.9,-62:41:01,2000
3113,NGC3037,09:51:25.8,-27:02:04,2000
3114,NGC3038,09:51:23.4,-32:46:04,2000
3115,NGC3039,09:52:29.6,+02:08:55,2000
3116,NGC3040,09:52:59.2,+19:25:55,2000
3117,NGC3041,09:53:10.2,+16:40:55,2000
3118,NGC3042,09:53:23.1,+00:41:54,2000
3119,NGC3043,09:56:16.1,+59:18:51,2000
3120,NGC3044,09:53:41.4,+01:34:54,2000
3121,NGC3045,09:53:11.0,-18:39:06,2000
3122,NGC3046,09:53:19.8,-27:19:06,2000
3123,NGC3047,09:54:34.5,-01:18:07,2000
3124,NGC3047,09:54:34.5,-01:18:07,2000
3125,NGC3048,09:54:58.1,+16:27:53,2000
3126,NGC3049,09:54:49.8,+09:15:53,2000
3127,NGC3050,09:54:19.7,-10:22:07,2000
3128,NGC3051,09:53:49.9,-27:17:07,2000
3129,NGC3052,09:54:23.0,-18:38:07,2000
3130,NGC3053,09:55:34.0,+16:25:52,2000
3131,NGC3054,09:54:20.5,-25:42:07,2000
3132,NGC3055,09:55:18.2,+04:15:52,2000
3133,NGC3056,09:54:31.5,-28:18:07,2000
3134,NGC3057,10:05:45.9,+80:17:42,2000
3135,NGC3058,09:53:31.0,-12:30:06,2000
3136,NGC3059,09:49:56.8,-73:55:03,2000
3137,NGC3060,09:56:22.2,+16:50:51,2000
3138,NGC3061,09:56:14.0,+75:51:52,2000
3139,NGC3062,09:56:35.4,+01:25:51,2000
3140,NGC3063,10:01:38.6,+72:07:46,2000
3141,NGC3064,09:55:39.0,-06:22:08,2000
3142,NGC3065,10:01:56.7,+72:10:45,2000
3143,NGC3066,10:02:14.4,+72:07:45,2000
3144,NGC3067,09:58:21.7,+32:21:49,2000
3145,NGC3068,09:58:32.3,+28:52:49,2000
3146,NGC3069,09:57:56.1,+10:26:49,2000
3147,NGC3070,09:58:02.0,+10:21:49,2000
3148,NGC3071,09:58:51.4,+31:36:48,2000
3149,NGC3072,09:57:34.9,-19:21:11,2000
3150,NGC3073,10:00:53.4,+55:37:46,2000
3151,NGC3074,09:59:40.9,+35:23:47,2000
3152,NGC3075,09:58:57.3,+14:24:48,2000
3153,NGC3076,09:57:41.3,-18:11:11,2000
3154,NGC3077,10:03:23.2,+68:44:44,2000
3155,NGC3078,09:58:26.3,-26:55:12,2000
3156,NGC3079,10:01:59.2,+55:40:45,2000
